Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
7113,vector_restricted:EURATLAS_SEAS_1100,"Seas, Europe, Year 1100","This shapefile represents the seas, lakes, and other large bodies of water of Europe for the year 1100. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1100,2010-2014,Europe,Seas,"ENVELOPE(-17.99701, 51.004024, 60.242875, 19.669491)"
7116,vector_restricted:ESRI09EURPLACES,Europe Places : ESRI Data & Maps 2009,Europe Places represents the populated places in Europe.,Point,AND International Publishers N.V.,Shapefile,2008,2010-2014,Europe,Cities and towns,"ENVELOPE(-27.21319, 64.0749, 78.2079, 27.84167)"
7117,vector_public:TG10MEVTD,Voting Districts ME 2010,"This polygon data layer represents the 2010 TIGER/Line voting districts for Maine. The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Voting district is the generic name for geographic entities such as precincts, wards, and election districts established by State governments for the purpose of conducting elections. States participating in the 2010 Census Redistricting Data Program as part of Public Law 94-171 (1975) provided the Census Bureau with boundaries, codes, and names for their VTDs. Each VTD is identified by a 1- to 6-character alphanumeric census code that is unique within county. For the 2010 Census, Rhode Island is the only State that did not participate in Phase 2 (the Voting District Project) of the Redistricting Data Program and no VTDs exist for this State in the 2010 Census data products. Note that only Montana and Oregon do not have complete coverage of VTDs for the 2010 Census.",Polygon,U.S. Census Bureau. Geography Division,Shapefile,2010,2010-2014,Maine,Census,"ENVELOPE(-71.083924, -66.885444, 47.459854, 42.917126)"
7126,vector_restricted:ESRI12USDTL_ST_LN,U.S. State Boundaries : Esri Data & Maps 2012,U.S. State Boundaries represents the boundary lines of the states of the United States.,Line,"TomTom North America, Inc.",Shapefile,2011,2010-2014,United States,States,"ENVELOPE(-179.14734, 179.778465, 71.390482, 17.881242)"
7129,vector_public:CAMBRIDGE14DRIVEWAYS,"Driveways, Cambridge, Massachusetts, 2010 (pub. 2014)","This layer contains line features representing driveways in Cambridge, Massachusetts, 2010",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2010,2010-2014,"City of Cambridge, MA",Driveways,"ENVELOPE(-71.161259, -71.067754, 42.404247, 42.353584)"
7130,vector_restricted:EURATLAS_SEAS_600,"Seas, Europe, Year 600","This shapefile represents the seas, lakes, and other large bodies of water of Europe for the year 600. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,600,2010-2014,Europe,Seas,"ENVELOPE(-17.99701, 51.004024, 60.242875, 19.669491)"
7134,vector_restricted:EURATLAS_SVRGN_DEP_STATES_1500,"Sovereign and Dependent States, Europe, Year 1500","This shapefile represents the sovereign and non-sovereign, dependent states of Europe for the year 1500. Sovereign states are considered as sovereign or independent states all entities fulfilling the following conditions: a) a territory covering a geographic area, b) an own population, c) an authority ruling the territory and the population, d) this authority is sovereign, i.e. not subject to any other power or state. Dependent state. This type of state has the same characteristics (territory, population, authority) as the sovereign states but their authority is subject to a higher power, generally to the authority of a neighbouring or dominant state. It may also happen that only some provinces of a state are subject to a foreign control. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1500,2010-2014,Europe,Boundaries,"ENVELOPE(-17.803115, 50.998826, 60.242864, 19.670067)"
7148,vector_public:USGS_NU_JINOTEGA_POL,"Boundaries, Jinotega Region, Nicaragua, 2001","Boundaries for the Jinotega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Boundaries,"ENVELOPE(-86.048028, -86.046908, 13.141048, 13.140074)"
7158,vector_restricted:ESRI12USBLKPOP,U.S. Census Block Centroid Populations : Esri Data & Maps 2012,U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks as centroids for the United States. U.S. Census blocks nest within all other tabulated census geographic entities and are the basis for all tabulated data.,Point,U.S. Census Bureau,Shapefile,2010,2010-2014,United States,Census,"ENVELOPE(-176.654504, -94.387964, 71.333649, 18.939804)"
7168,vector_public:TG10FLVTD,Voting Districts FL 2010,"This polygon data layer represents the 2010 TIGER/Line voting districts for Florida. The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Voting district is the generic name for geographic entities such as precincts, wards, and election districts established by State governments for the purpose of conducting elections. States participating in the 2010 Census Redistricting Data Program as part of Public Law 94-171 (1975) provided the Census Bureau with boundaries, codes, and names for their VTDs. Each VTD is identified by a 1- to 6-character alphanumeric census code that is unique within county. For the 2010 Census, Rhode Island is the only State that did not participate in Phase 2 (the Voting District Project) of the Redistricting Data Program and no VTDs exist for this State in the 2010 Census data products. Note that only Montana and Oregon do not have complete coverage of VTDs for the 2010 Census.",Polygon,U.S. Census Bureau. Geography Division,Shapefile,2010,2010-2014,Florida,Census,"ENVELOPE(-87.634896, -79.974306, 31.000968, 24.396308)"
7169,vector_public:FEMA_05_FLD_HAZ_AR_AR,"Flood Insurance Risk Zones, Arkansas, 2011","The flood insurance risk zone layer contains information about the flood hazards for Arkansas. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Arkansas,Floods,"ENVELOPE(-94.618025, -89.642214, 36.499719, 33.008162)"
